  cell  ,E,W,N,S
"(66, 50)",1,0,1,0
"(67, 50)",1,1,0,1
"(68, 50)",0,0,1,1
"(69, 50)",1,0,1,1
"(70, 50)",1,1,1,0
"(1, 51)",1,1,0,1
"(2, 51)",1,0,1,0
"(3, 51)",1,1,0,1
"(4, 51)",1,1,1,0
"(5, 51)",1,1,0,1
"(6, 51)",0,1,1,1
"(7, 51)",0,1,1,1
"(8, 51)",1,0,1,0
"(9, 51)",1,0,0,1
"(10, 51)",0,1,1,0
"(11, 51)",1,1,0,0
"(12, 51)",1,1,0,0
"(13, 51)",1,1,0,1
"(14, 51)",0,1,1,1
"(15, 51)",1,0,1,1
"(16, 51)",1,1,1,0
"(17, 51)",1,1,0,1
"(18, 51)",1,0,1,1
"(19, 51)",0,1,1,0
"(20, 51)",1,1,0,1
"(21, 51)",0,1,1,1
"(22, 51)",0,0,1,1
"(23, 51)",1,0,1,1
"(24, 51)",1,1,1,0
"(25, 51)",1,1,0,1
"(26, 51)",0,1,1,1
"(27, 51)",1,0,1,1
"(28, 51)",1,1,1,1
"(29, 51)",0,0,1,1
"(30, 51)",0,1,1,1
"(31, 51)",0,0,1,1
"(32, 51)",1,1,1,1
"(33, 51)",1,0,1,0
"(34, 51)",1,0,0,1
"(35, 51)",0,0,1,1
"(36, 51)",0,1,1,1
"(37, 51)",1,1,1,1
"(38, 51)",1,0,1,1
"(39, 51)",1,1,1,0
"(40, 51)",1,1,0,0
"(41, 51)",1,1,0,0
"(42, 51)",1,0,0,1
"(43, 51)",0,1,1,0
"(44, 51)",1,1,0,1
"(45, 51)",1,0,1,0
"(46, 51)",1,1,0,0
"(47, 51)",1,1,0,1
"(48, 51)",0,0,1,1
"(49, 51)",1,1,1,0
"(50, 51)",0,1,0,1
"(51, 51)",1,1,1,0
"(52, 51)",1,0,0,0
"(53, 51)",1,0,0,1
"(54, 51)",1,1,1,0
"(55, 51)",0,1,0,1
"(56, 51)",1,0,1,1
"(57, 51)",0,1,1,1
"(58, 51)",1,0,1,1
"(59, 51)",0,0,1,1
"(60, 51)",1,1,1,0
"(61, 51)",1,1,0,1
"(62, 51)",1,0,1,1
"(63, 51)",0,1,1,0
"(64, 51)",1,1,0,1
"(65, 51)",0,0,1,1
"(66, 51)",0,1,1,1
"(67, 51)",1,1,1,0
"(68, 51)",1,0,0,1
"(69, 51)",1,1,1,0
"(70, 51)",1,1,0,0
"(1, 52)",1,1,0,0
"(2, 52)",1,1,0,1
"(3, 52)",1,1,1,0
"(4, 52)",1,1,0,1
"(5, 52)",0,1,1,1
"(6, 52)",1,0,1,1
"(7, 52)",1,0,1,1
"(8, 52)",1,1,1,1
"(9, 52)",0,1,1,1
"(10, 52)",1,0,1,1
"(11, 52)",1,1,1,1
"(12, 52)",1,1,1,0
"(13, 52)",1,1,0,1
"(14, 52)",1,0,1,0
"(15, 52)",1,1,0,0
"(16, 52)",1,1,0,1
"(17, 52)",0,1,1,0
"(18, 52)",1,1,0,1
"(19, 52)",0,0,1,1
"(20, 52)",1,1,1,1
"(21, 52)",1,0,1,1
"(22, 52)",0,0,1,1
"(23, 52)",1,1,1,0
"(24, 52)",1,1,0,1
"(25, 52)",1,1,1,0
"(26, 52)",1,0,0,1
"(27, 52)",1,1,1,0
"(28, 52)",0,1,0,1
"(29, 52)",1,0,1,1
"(30, 52)",1,0,1,0
"(31, 52)",1,0,0,1
"(32, 52)",1,1,1,0
"(33, 52)",1,1,0,1
"(34, 52)",0,1,1,0
"(35, 52)",1,0,0,1
"(36, 52)",0,0,1,1
"(37, 52)",1,1,1,0
"(38, 52)",1,1,0,0
"(39, 52)",0,1,0,1
"(40, 52)",1,1,1,1
"(41, 52)",0,1,1,1
"(42, 52)",0,1,1,1
"(43, 52)",1,0,1,0
"(44, 52)",1,1,0,0
"(45, 52)",0,1,0,1
"(46, 52)",0,1,1,1
"(47, 52)",1,1,1,0
"(48, 52)",1,0,0,1
"(49, 52)",1,1,1,1
"(50, 52)",1,0,1,1
"(51, 52)",0,1,1,1
"(52, 52)",1,1,1,1
"(53, 52)",0,1,1,0
"(54, 52)",0,1,0,1
"(55, 52)",1,0,1,1
"(56, 52)",1,1,1,1
"(57, 52)",1,0,1,1
"(58, 52)",0,1,1,0
"(59, 52)",1,0,0,1
"(60, 52)",1,1,1,1
"(61, 52)",1,1,1,0
"(62, 52)",1,1,0,1
"(63, 52)",0,0,1,1
"(64, 52)",1,1,1,1
"(65, 52)",0,0,1,1
"(66, 52)",0,0,1,1
"(67, 52)",1,1,1,1
"(68, 52)",1,1,1,0
"(69, 52)",0,1,0,0
"(70, 52)",1,1,0,0
"(1, 53)",1,1,0,0
"(2, 53)",1,1,0,0
"(3, 53)",0,1,0,1
"(4, 53)",0,1,1,1
"(5, 53)",1,0,1,1
"(6, 53)",1,1,1,0
"(7, 53)",1,1,0,0
"(8, 53)",1,1,0,1
"(9, 53)",0,0,1,1
"(10, 53)",1,1,1,0
"(11, 53)",1,1,0,0
"(12, 53)",0,1,0,1
"(13, 53)",1,1,1,0
"(14, 53)",1,1,0,1
"(15, 53)",0,1,1,1
"(16, 53)",0,1,1,1
"(17, 53)",1,0,1,1
"(18, 53)",0,1,1,1
"(19, 53)",1,0,1,0
"(20, 53)",1,1,0,0
"(21, 53)",0,1,0,1
"(22, 53)",1,0,1,0
"(23, 53)",0,1,0,1
"(24, 53)",0,1,1,0
"(25, 53)",1,1,0,1
"(26, 53)",0,1,1,0
"(27, 53)",1,1,0,1
"(28, 53)",0,0,1,1
"(29, 53)",1,1,1,0
"(30, 53)",1,1,0,1
"(31, 53)",0,1,1,0
"(32, 53)",1,1,0,0
"(33, 53)",0,1,0,1
"(34, 53)",1,0,1,0
"(35, 53)",1,1,0,1
"(36, 53)",1,0,1,1
"(37, 53)",1,1,1,0
"(38, 53)",1,1,0,0
"(39, 53)",1,0,0,1
"(40, 53)",0,1,1,1
"(41, 53)",0,0,1,1
"(42, 53)",1,0,1,1
"(43, 53)",0,1,1,1
"(44, 53)",0,1,1,1
"(45, 53)",1,0,1,0
"(46, 53)",0,0,0,1
"(47, 53)",1,1,1,1
"(48, 53)",0,1,1,0
"(49, 53)",1,1,0,0
"(50, 53)",1,1,0,1
"(51, 53)",0,0,1,1
"(52, 53)",1,1,1,1
"(53, 53)",1,0,1,1
"(54, 53)",0,0,1,1
"(55, 53)",1,1,1,0
"(56, 53)",0,1,0,0
"(57, 53)",1,1,0,0
"(58, 53)",1,0,0,1
"(59, 53)",1,1,1,0
"(60, 53)",1,1,0,0
"(61, 53)",1,1,0,1
"(62, 53)",0,1,1,1
"(63, 53)",1,0,1,0
"(64, 53)",0,1,0,1
"(65, 53)",1,0,1,1
"(66, 53)",0,0,1,1
"(67, 53)",1,1,1,0
"(68, 53)",0,1,0,1
"(69, 53)",1,0,1,1
"(70, 53)",0,1,1,0
"(1, 54)",1,1,0,1
"(2, 54)",0,1,1,1
"(3, 54)",1,0,1,1
"(4, 54)",1,0,1,1
"(5, 54)",1,1,1,0
"(6, 54)",1,1,0,0
"(7, 54)",1,1,0,0
"(8, 54)",1,1,0,1
"(9, 54)",0,0,1,1
"(10, 54)",0,1,1,1
"(11, 54)",1,1,1,1
"(12, 54)",0,0,1,1
"(13, 54)",1,1,1,1
"(14, 54)",1,1,1,1
"(15, 54)",0,0,1,1
"(16, 54)",1,0,1,0
"(17, 54)",1,1,0,1
"(18, 54)",0,0,1,1
"(19, 54)",1,1,1,1
"(20, 54)",1,1,1,0
"(21, 54)",1,0,0,1
"(22, 54)",0,1,1,0
"(23, 54)",1,0,0,1
"(24, 54)",0,0,1,1
"(25, 54)",1,1,1,1
"(26, 54)",1,0,1,1
"(27, 54)",1,1,1,0
"(28, 54)",1,0,0,1
"(29, 54)",1,1,1,0
"(30, 54)",1,1,0,1
"(31, 54)",1,0,1,0
"(32, 54)",0,1,0,1
"(33, 54)",1,0,1,1
"(34, 54)",1,1,1,1
"(35, 54)",1,1,1,0
"(36, 54)",1,1,0,0
"(37, 54)",1,1,0,1
"(38, 54)",0,1,1,1
"(39, 54)",1,1,1,1
"(40, 54)",0,0,1,1
"(41, 54)",1,0,1,1
"(42, 54)",0,1,1,1
"(43, 54)",1,0,1,0
"(44, 54)",1,0,0,1
"(45, 54)",0,1,1,1
"(46, 54)",1,0,1,1
"(47, 54)",0,1,1,1
"(48, 54)",1,0,1,1
"(49, 54)",1,1,1,1
"(50, 54)",1,1,1,0
"(51, 54)",1,0,0,1
"(52, 54)",0,1,1,0
"(53, 54)",1,1,0,1
"(54, 54)",1,0,1,0
"(55, 54)",1,1,0,0
"(56, 54)",1,0,0,1
"(57, 54)",0,1,1,1
"(58, 54)",1,1,1,0
"(59, 54)",1,1,0,1
"(60, 54)",0,1,1,1
"(61, 54)",1,1,1,0
"(62, 54)",1,0,0,1
"(63, 54)",0,1,1,0
"(64, 54)",1,0,0,1
"(65, 54)",1,1,1,1
"(66, 54)",1,0,1,1
"(67, 54)",0,1,1,1
"(68, 54)",0,0,1,1
"(69, 54)",1,1,1,1
"(70, 54)",1,0,1,0
"(1, 55)",1,1,0,0
"(2, 55)",1,0,0,1
"(3, 55)",0,1,1,0
"(4, 55)",1,1,0,0
"(5, 55)",1,1,0,1
"(6, 55)",0,1,1,1
"(7, 55)",1,1,1,0
"(8, 55)",1,1,0,1
"(9, 55)",0,0,1,1
"(10, 55)",0,0,1,1
"(11, 55)",0,1,1,1
"(12, 55)",1,0,1,1
"(13, 55)",0,1,1,0
"(14, 55)",1,1,0,1
"(15, 55)",1,0,1,1
"(16, 55)",0,1,1,1
"(17, 55)",1,1,1,1
"(18, 55)",1,0,1,0
"(19, 55)",1,1,0,0
"(20, 55)",1,1,0,1
"(21, 55)",0,1,1,1
"(22, 55)",1,0,1,0
"(23, 55)",1,1,0,1
"(24, 55)",0,0,1,0
"(25, 55)",1,1,0,0
"(26, 55)",1,1,0,0
"(27, 55)",0,1,0,1
"(28, 55)",1,1,1,0
"(29, 55)",0,1,0,1
"(30, 55)",1,1,1,0
"(31, 55)",1,1,0,1
"(32, 55)",0,0,1,1
"(33, 55)",1,1,1,0
"(34, 55)",1,1,0,0
"(35, 55)",1,1,0,1
"(36, 55)",1,1,1,1
"(37, 55)",0,1,1,1
"(38, 55)",1,0,1,0
"(39, 55)",1,1,0,1
"(40, 55)",1,0,1,1
"(41, 55)",0,1,1,1
"(42, 55)",1,0,1,1
"(43, 55)",1,1,1,0
"(44, 55)",1,1,0,1
"(45, 55)",0,0,1,1
"(46, 55)",1,1,1,0
"(47, 55)",1,0,0,1
"(48, 55)",0,1,1,0
"(49, 55)",1,1,0,0
"(50, 55)",1,1,0,1
"(51, 55)",0,1,1,1
"(52, 55)",1,0,1,0
"(53, 55)",1,1,0,0
"(54, 55)",0,1,0,1
"(55, 55)",1,1,1,0
"(56, 55)",1,1,0,1
"(57, 55)",1,0,1,1
"(58, 55)",0,1,1,1
"(59, 55)",1,1,1,1
"(60, 55)",1,0,1,1
"(61, 55)",0,1,1,1
"(62, 55)",1,1,1,1
"(63, 55)",0,0,1,1
"(64, 55)",1,1,1,0
"(65, 55)",1,1,0,0
"(66, 55)",1,1,0,1
"(67, 55)",1,0,1,0
"(68, 55)",1,0,0,1
"(69, 55)",0,1,1,0
"(70, 55)",1,1,0,0
"(1, 56)",1,1,0,1
"(2, 56)",1,1,1,0
"(3, 56)",1,0,0,1
"(4, 56)",1,1,1,1
"(5, 56)",0,1,1,1
"(6, 56)",1,0,1,1
"(7, 56)",1,1,1,0
"(8, 56)",1,1,0,1
"(9, 56)",0,0,1,1
"(10, 56)",1,0,1,1
"(11, 56)",0,0,1,1
"(12, 56)",1,1,1,1
"(13, 56)",1,0,1,0
"(14, 56)",1,1,0,0
"(15, 56)",1,1,0,1
"(16, 56)",1,0,1,0
"(17, 56)",1,1,0,0
"(18, 56)",0,1,0,1
"(19, 56)",1,1,1,0
"(20, 56)",1,1,0,1
"(21, 56)",1,0,1,1
"(22, 56)",0,1,1,1
"(23, 56)",1,1,1,1
"(24, 56)",0,0,1,1
"(25, 56)",0,1,1,0
"(26, 56)",0,1,0,1
"(27, 56)",1,0,1,1
"(28, 56)",0,1,1,1
"(29, 56)",1,0,1,1
"(30, 56)",1,1,1,1
"(31, 56)",1,1,1,0
"(32, 56)",1,0,0,1
"(33, 56)",0,1,1,1
"(34, 56)",0,1,1,1
"(35, 56)",1,1,1,0
"(36, 56)",0,1,0,1
"(37, 56)",1,0,1,1
"(38, 56)",0,1,1,1
"(39, 56)",1,1,1,0
"(40, 56)",0,1,0,1
"(41, 56)",1,0,1,1
"(42, 56)",0,1,1,0
"(43, 56)",1,1,0,1
"(44, 56)",1,1,1,1
"(45, 56)",0,0,1,0
"(46, 56)",1,1,0,1
"(47, 56)",1,1,1,1
"(48, 56)",1,0,1,0
"(49, 56)",1,1,0,1
"(50, 56)",1,1,1,1
"(51, 56)",1,0,1,1
"(52, 56)",1,1,1,0
"(53, 56)",1,1,0,1
"(54, 56)",1,0,1,1
"(55, 56)",1,1,1,0
"(56, 56)",1,1,0,0
"(57, 56)",1,1,0,1
"(58, 56)",0,0,1,0
"(59, 56)",1,1,0,0
"(60, 56)",0,1,0,1
"(61, 56)",1,0,1,1
"(62, 56)",0,1,1,1
"(63, 56)",1,0,1,1
"(64, 56)",1,1,1,0
"(65, 56)",1,1,0,1
"(66, 56)",1,1,1,0
"(67, 56)",1,1,0,0
"(68, 56)",1,1,0,1
"(69, 56)",0,0,1,1
"(70, 56)",1,1,1,0
"(1, 57)",1,1,0,0
"(2, 57)",0,1,0,1
"(3, 57)",1,1,1,0
"(4, 57)",1,1,0,1
"(5, 57)",0,0,1,1
"(6, 57)",1,1,1,0
"(7, 57)",1,1,0,1
"(8, 57)",0,1,1,1
"(9, 57)",1,0,1,1
"(10, 57)",0,1,1,1
"(11, 57)",0,0,1,1
"(12, 57)",1,1,1,0
"(13, 57)",1,1,0,0
"(14, 57)",1,1,0,0
"(15, 57)",1,1,0,0
"(16, 57)",1,1,0,0
"(17, 57)",1,1,0,1
"(18, 57)",0,0,1,1
"(19, 57)",1,1,1,1
"(20, 57)",0,1,1,0
"(21, 57)",0,1,0,1
"(22, 57)",1,0,1,1
"(23, 57)",1,1,1,1
"(24, 57)",0,0,1,1
"(25, 57)",0,0,1,1
"(26, 57)",1,0,1,1
"(27, 57)",1,1,1,0
"(28, 57)",1,0,0,1
"(29, 57)",1,1,1,0
"(30, 57)",1,1,0,0
"(31, 57)",1,1,0,1
"(32, 57)",1,1,1,1
"(33, 57)",1,0,1,0
"(34, 57)",1,0,0,1
"(35, 57)",1,1,1,1
"(36, 57)",0,0,1,1
"(37, 57)",1,1,1,1
"(38, 57)",0,0,1,1
"(39, 57)",1,1,1,0
"(40, 57)",1,0,0,1
"(41, 57)",1,1,1,1
"(42, 57)",0,0,1,0
"(43, 57)",1,1,0,0
"(44, 57)",1,1,0,1
"(45, 57)",1,0,1,0
"(46, 57)",1,1,0,0
"(47, 57)",1,1,0,0
"(48, 57)",0,1,0,1
"(49, 57)",0,1,1,0
"(50, 57)",1,1,0,0
"(51, 57)",1,1,0,0
"(52, 57)",1,1,0,1
"(53, 57)",1,1,1,0
"(54, 57)",1,1,0,0
"(55, 57)",1,1,0,1
"(56, 57)",0,1,1,1
"(57, 57)",1,1,1,1
"(58, 57)",1,0,1,0
"(59, 57)",1,1,0,1
"(60, 57)",0,0,1,1
"(61, 57)",1,1,1,1
"(62, 57)",0,0,1,1
"(63, 57)",1,1,1,0
"(64, 57)",1,1,0,1
"(65, 57)",0,1,1,0
"(66, 57)",0,1,0,0
"(67, 57)",1,1,0,1
"(68, 57)",0,1,1,1
"(69, 57)",1,0,1,0
"(70, 57)",1,1,0,0
"(1, 58)",0,1,0,1
"(2, 58)",1,0,1,1
"(3, 58)",1,1,1,1
"(4, 58)",0,1,1,1
"(5, 58)",1,0,1,0
"(6, 58)",0,1,0,1
"(7, 58)",1,1,1,1
"(8, 58)",1,0,1,1
"(9, 58)",0,1,1,1
"(10, 58)",0,0,1,1
"(11, 58)",0,0,1,1
"(12, 58)",1,1,1,0
"(13, 58)",0,1,0,1
"(14, 58)",1,1,1,1
"(15, 58)",1,1,1,1
"(16, 58)",0,1,1,1
"(17, 58)",1,1,1,1
"(18, 58)",1,0,1,1
"(19, 58)",0,1,1,0
"(20, 58)",1,0,0,1
"(21, 58)",0,0,1,1
"(22, 58)",1,1,1,0
"(23, 58)",0,1,0,1
"(24, 58)",1,0,1,0
"(25, 58)",1,0,0,0
"(26, 58)",1,1,0,0
"(27, 58)",1,1,0,1
"(28, 58)",1,1,1,0
"(29, 58)",1,1,0,0
"(30, 58)",0,1,0,1
"(31, 58)",1,1,1,0
"(32, 58)",1,1,0,0
"(33, 58)",1,1,0,0
"(34, 58)",0,1,0,0
"(35, 58)",1,1,0,1
"(36, 58)",1,0,1,1
"(37, 58)",0,1,1,1
"(38, 58)",1,0,1,0
"(39, 58)",1,1,0,0
"(40, 58)",1,1,0,0
"(41, 58)",1,1,0,1
"(42, 58)",1,0,1,0
"(43, 58)",1,1,0,1
"(44, 58)",1,1,1,0
"(45, 58)",0,1,0,1
"(46, 58)",1,1,1,0
"(47, 58)",1,1,0,0
"(48, 58)",1,0,0,1
"(49, 58)",1,0,1,0
"(50, 58)",1,1,0,1
"(51, 58)",1,1,1,0
"(52, 58)",1,1,0,0
"(53, 58)",1,1,0,0
"(54, 58)",1,1,0,1
"(55, 58)",1,1,1,1
"(56, 58)",0,0,1,1
"(57, 58)",1,1,1,0
"(58, 58)",1,1,0,1
"(59, 58)",0,1,1,1
"(60, 58)",1,0,1,1
"(61, 58)",1,1,1,0
"(62, 58)",1,0,0,1
"(63, 58)",0,1,1,1
"(64, 58)",1,1,1,1
"(65, 58)",1,0,1,1
"(66, 58)",0,0,1,1
"(67, 58)",0,1,1,0
"(68, 58)",1,0,0,1
"(69, 58)",0,1,1,1
"(70, 58)",1,1,1,0
"(1, 59)",1,0,0,1
"(2, 59)",0,1,1,0
"(3, 59)",1,1,0,1
"(4, 59)",0,0,1,0
"(5, 59)",1,1,0,1
"(6, 59)",1,0,1,1
"(7, 59)",0,1,1,0
"(8, 59)",0,1,0,1
"(9, 59)",1,0,1,1
"(10, 59)",1,0,1,1
"(11, 59)",0,0,1,1
"(12, 59)",1,1,1,1
"(13, 59)",1,0,1,1
"(14, 59)",0,1,1,0
"(15, 59)",1,1,0,1
"(16, 59)",0,0,1,1
"(17, 59)",1,1,1,0
"(18, 59)",1,1,0,1
"(19, 59)",0,0,1,1
"(20, 59)",1,1,1,0
"(21, 59)",1,0,0,1
"(22, 59)",0,1,1,1
"(23, 59)",0,0,1,1
"(24, 59)",1,1,1,1
"(25, 59)",0,1,1,0
"(26, 59)",0,1,0,1
"(27, 59)",1,1,1,0
"(28, 59)",1,1,0,1
"(29, 59)",0,1,1,1
"(30, 59)",1,0,1,1
"(31, 59)",0,1,1,1
"(32, 59)",1,1,1,1
"(33, 59)",1,1,1,1
"(34, 59)",0,0,1,1
"(35, 59)",0,1,1,0
"(36, 59)",1,1,0,1
"(37, 59)",1,0,1,1
"(38, 59)",0,1,1,1
"(39, 59)",1,1,1,0
"(40, 59)",1,1,0,0
"(41, 59)",1,1,0,0
"(42, 59)",1,1,0,1
"(43, 59)",0,1,1,0
"(44, 59)",0,1,0,1
"(45, 59)",1,0,1,1
"(46, 59)",1,1,1,1
"(47, 59)",0,1,1,1
"(48, 59)",0,1,1,0
"(49, 59)",1,1,0,1
"(50, 59)",0,1,1,0
"(51, 59)",0,1,0,1
"(52, 59)",1,1,1,1
"(53, 59)",1,1,1,0
"(54, 59)",1,1,0,0
"(55, 59)",1,1,0,1
"(56, 59)",0,0,1,1
"(57, 59)",1,1,1,1
"(58, 59)",1,1,1,1
"(59, 59)",1,0,1,0
"(60, 59)",0,1,0,0
"(61, 59)",1,1,0,1
"(62, 59)",0,1,1,1
"(63, 59)",1,0,1,0
"(64, 59)",1,1,0,0
"(65, 59)",0,1,0,1
"(66, 59)",1,0,1,1
"(67, 59)",1,0,1,1
"(68, 59)",1,1,1,1
"(69, 59)",0,0,1,1
"(70, 59)",1,1,1,0
"(1, 60)",1,1,0,1
"(2, 60)",1,0,1,0
"(3, 60)",1,1,0,0
"(4, 60)",1,0,0,1
"(5, 60)",0,1,1,0
"(6, 60)",0,1,0,1
"(7, 60)",1,0,1,1
"(8, 60)",1,0,1,1
"(9, 60)",1,1,1,0
"(10, 60)",1,1,0,1
"(11, 60)",0,0,1,1
"(12, 60)",1,1,1,0
"(13, 60)",1,1,0,0
"(14, 60)",1,0,0,1
"(15, 60)",0,1,1,1
"(16, 60)",1,0,1,1
"(17, 60)",0,1,1,0
"(18, 60)",0,1,0,1
"(19, 60)",1,0,1,1
"(20, 60)",0,1,1,1
"(21, 60)",1,1,1,1
"(22, 60)",0,0,1,1
"(23, 60)",0,0,1,1
"(24, 60)",0,1,1,1
"(25, 60)",0,0,1,1
"(26, 60)",1,0,1,1
"(27, 60)",0,1,1,1
"(28, 60)",1,1,1,0
"(29, 60)",1,0,0,1
"(30, 60)",0,1,1,0
"(31, 60)",1,0,0,1
"(32, 60)",1,1,1,0
"(33, 60)",1,1,0,1
"(34, 60)",0,0,1,1
"(35, 60)",1,0,1,0
"(36, 60)",0,1,0,0
"(37, 60)",1,1,0,1
"(38, 60)",1,0,1,0
"(39, 60)",1,1,0,1
"(40, 60)",0,1,1,0
"(41, 60)",0,1,0,1
"(42, 60)",1,1,1,1
"(43, 60)",0,0,1,1
"(44, 60)",1,0,1,1
"(45, 60)",0,1,1,0
"(46, 60)",1,1,0,1
"(47, 60)",0,0,1,1
"(48, 60)",0,0,1,1
"(49, 60)",1,1,1,1
"(50, 60)",1,0,1,0
"(51, 60)",1,0,0,1
"(52, 60)",0,1,1,0
"(53, 60)",1,1,0,1
"(54, 60)",0,1,1,1
"(55, 60)",0,1,1,1
"(56, 60)",1,0,1,1
"(57, 60)",0,1,1,0
"(58, 60)",1,1,0,0
"(59, 60)",1,1,0,0
"(60, 60)",1,0,0,1
"(61, 60)",0,1,1,0
"(62, 60)",1,0,0,0
"(63, 60)",1,1,0,1
"(64, 60)",0,1,1,1
"(65, 60)",1,0,1,1
"(66, 60)",1,1,1,0
"(67, 60)",1,1,0,0
"(68, 60)",1,1,0,1
"(69, 60)",0,0,1,1
"(70, 60)",1,1,1,0
"(1, 61)",1,1,0,0
"(2, 61)",1,1,0,1
"(3, 61)",1,1,1,1
"(4, 61)",0,1,1,1
"(5, 61)",0,0,1,1
"(6, 61)",1,0,1,0
"(7, 61)",1,1,0,0
"(8, 61)",1,1,0,0
"(9, 61)",1,1,0,1
"(10, 61)",0,1,1,1
"(11, 61)",1,0,1,0
"(12, 61)",1,1,0,1
"(13, 61)",0,1,1,1
"(14, 61)",0,1,1,1
"(15, 61)",1,0,1,0
"(16, 61)",1,1,0,0
"(17, 61)",1,0,0,1
"(18, 61)",1,0,1,1
"(19, 61)",0,1,1,1
"(20, 61)",0,0,1,1
"(21, 61)",1,1,1,1
"(22, 61)",1,0,1,0
"(23, 61)",1,0,0,0
"(24, 61)",1,0,0,1
"(25, 61)",0,0,1,1
"(26, 61)",1,1,1,1
"(27, 61)",1,0,1,1
"(28, 61)",1,1,1,1
"(29, 61)",0,1,1,1
"(30, 61)",1,0,1,0
"(31, 61)",1,1,0,0
"(32, 61)",0,1,0,1
"(33, 61)",0,1,1,1
"(34, 61)",1,0,1,0
"(35, 61)",1,1,0,1
"(36, 61)",0,0,1,1
"(37, 61)",0,1,1,0
"(38, 61)",1,1,0,0
"(39, 61)",0,1,0,1
"(40, 61)",0,0,1,1
"(41, 61)",1,0,1,1
"(42, 61)",0,1,1,1
"(43, 61)",1,0,1,1
"(44, 61)",1,1,1,1
"(45, 61)",1,0,1,0
"(46, 61)",0,1,0,1
"(47, 61)",1,0,1,1
"(48, 61)",0,0,1,1
"(49, 61)",1,1,1,0
"(50, 61)",1,1,0,1
"(51, 61)",0,1,1,1
"(52, 61)",1,0,1,0
"(53, 61)",0,1,0,1
"(54, 61)",1,0,1,1
"(55, 61)",1,0,1,1
"(56, 61)",0,1,1,1
"(57, 61)",1,0,1,1
"(58, 61)",0,1,1,1
"(59, 61)",1,1,1,0
"(60, 61)",0,1,0,1
"(61, 61)",1,0,1,0
"(62, 61)",1,1,0,1
"(63, 61)",0,1,1,1
"(64, 61)",1,0,1,0
"(65, 61)",1,1,0,0
"(66, 61)",1,1,0,1
"(67, 61)",0,1,1,0
"(68, 61)",1,1,0,1
"(69, 61)",0,0,1,1
"(70, 61)",1,1,1,0
"(1, 62)",1,1,0,0
"(2, 62)",1,1,0,0
"(3, 62)",1,1,0,1
"(4, 62)",1,0,1,1
"(5, 62)",0,0,1,1
"(6, 62)",1,1,1,1
"(7, 62)",0,1,1,1
"(8, 62)",1,1,1,1
"(9, 62)",0,1,1,1
"(10, 62)",1,0,1,0
"(11, 62)",0,1,0,1
"(12, 62)",0,1,1,1
"(13, 62)",1,0,1,0
"(14, 62)",1,0,0,1
"(15, 62)",0,1,1,1
"(16, 62)",0,1,1,1
"(17, 62)",1,1,1,0
"(18, 62)",1,1,0,1
"(19, 62)",1,0,1,1
"(20, 62)",0,0,1,1
"(21, 62)",1,1,1,0
"(22, 62)",1,1,0,1
"(23, 62)",0,1,1,1
"(24, 62)",1,1,1,1
"(25, 62)",1,0,1,0
"(26, 62)",1,1,0,0
"(27, 62)",1,1,0,0
"(28, 62)",1,1,0,0
"(29, 62)",0,0,0,1
"(30, 62)",1,1,1,1
"(31, 62)",0,1,1,1
"(32, 62)",1,0,1,1
"(33, 62)",0,0,1,1
"(34, 62)",1,1,1,1
"(35, 62)",0,1,1,1
"(36, 62)",1,0,1,1
"(37, 62)",1,0,1,1
"(38, 62)",0,1,1,1
"(39, 62)",1,0,1,1
"(40, 62)",1,0,1,1
"(41, 62)",1,1,1,1
"(42, 62)",1,0,1,1
"(43, 62)",0,1,1,0
"(44, 62)",1,1,0,0
"(45, 62)",1,1,0,1
"(46, 62)",0,0,1,1
"(47, 62)",0,1,1,1
"(48, 62)",1,0,1,1
"(49, 62)",0,1,1,1
"(50, 62)",0,1,1,1
"(51, 62)",1,0,1,1
"(52, 62)",0,1,1,1
"(53, 62)",1,0,1,1
"(54, 62)",1,1,1,0
"(55, 62)",0,1,0,1
"(56, 62)",1,0,1,1
"(57, 62)",0,1,1,1
"(58, 62)",0,0,1,1
"(59, 62)",1,1,1,0
"(60, 62)",1,0,0,1
"(61, 62)",0,1,1,1
"(62, 62)",1,1,1,1
"(63, 62)",0,0,1,1
"(64, 62)",1,1,1,1
"(65, 62)",1,1,1,0
"(66, 62)",1,1,0,0
"(67, 62)",1,0,0,1
"(68, 62)",0,1,1,1
"(69, 62)",1,0,1,1
"(70, 62)",0,1,1,0
"(1, 63)",1,1,0,1
"(2, 63)",1,1,1,1
"(3, 63)",0,1,1,0
"(4, 63)",1,1,0,0
"(5, 63)",1,0,0,1
"(6, 63)",0,1,1,1
"(7, 63)",1,0,1,0
"(8, 63)",1,1,0,1
"(9, 63)",0,0,1,0
"(10, 63)",1,1,0,1
"(11, 63)",0,0,1,1
"(12, 63)",0,0,1,1
"(13, 63)",1,1,1,1
"(14, 63)",0,1,1,1
"(15, 63)",1,0,1,0
"(16, 63)",1,0,0,1
"(17, 63)",1,1,1,1
"(18, 63)",1,1,1,0
"(19, 63)",1,1,0,0
"(20, 63)",1,0,0,1
"(21, 63)",0,1,1,0
"(22, 63)",1,1,0,1
"(23, 63)",0,0,1,1
"(24, 63)",1,1,1,0
"(25, 63)",1,1,0,1
"(26, 63)",1,1,1,1
"(27, 63)",0,1,1,1
"(28, 63)",0,1,1,1
"(29, 63)",1,0,1,1
